timestamp,value
2022-01-19 14:59:18,77
2022-01-19 14:59:23,78
2022-01-19 14:59:28,78
2022-01-19 14:59:33,79
2022-01-19 14:59:38,79
2022-01-19 14:59:43,79
2022-01-19 14:59:48,80
2022-01-19 14:59:53,80
2022-01-19 14:59:58,81
2022-01-19 15:00:03,81
2022-01-19 15:00:08,82
2022-01-19 15:00:13,82
2022-01-19 15:00:18,82
2022-01-19 15:00:23,83
2022-01-19 15:00:28,83
2022-01-19 15:00:33,84
2022-01-19 15:00:38,84
2022-01-19 15:00:43,84
2022-01-19 15:00:48,85
2022-01-19 15:00:53,85
2022-01-19 15:00:58,86
2022-01-19 15:01:03,86
2022-01-19 15:01:08,86
2022-01-19 15:01:13,87
2022-01-19 15:01:18,87
2022-01-19 15:01:23,88
2022-01-19 15:01:28,88
2022-01-19 15:01:33,89
2022-01-19 15:01:38,89
2022-01-19 15:01:43,89
2022-01-19 15:01:48,90
2022-01-19 15:01:53,90
2022-01-19 15:01:58,91
2022-01-19 15:02:03,91
2022-01-19 15:02:08,92
2022-01-19 15:02:13,92
2022-01-19 15:02:18,92
2022-01-19 15:02:23,93
2022-01-19 15:02:28,93
2022-01-19 15:02:33,94
2022-01-19 15:02:38,94
2022-01-19 15:02:43,95
2022-01-19 15:02:48,95
2022-01-19 15:02:53,95
2022-01-19 15:02:58,96
2022-01-19 15:03:03,96
2022-01-19 15:03:08,97
2022-01-19 15:03:13,97
2022-01-19 15:03:18,98
2022-01-19 15:03:23,98
2022-01-19 15:03:28,99
2022-01-19 15:03:33,99
2022-01-19 15:03:38,100
2022-01-19 15:03:43,100
2022-01-19 15:03:48,101
2022-01-19 15:03:53,101
2022-01-19 15:03:58,102
2022-01-19 15:04:03,102
2022-01-19 15:04:08,103
2022-01-19 15:04:13,103
2022-01-19 15:04:18,104
2022-01-19 15:04:23,104
2022-01-19 15:04:28,105
2022-01-19 15:04:33,105
2022-01-19 15:04:38,106
2022-01-19 15:04:43,106
2022-01-19 15:04:48,107
2022-01-19 15:04:53,107
2022-01-19 15:04:58,108
2022-01-19 15:05:03,108
2022-01-19 15:05:08,109
2022-01-19 15:05:13,109
2022-01-19 15:05:18,110
2022-01-19 15:05:23,110
2022-01-19 15:05:28,111
2022-01-19 15:05:33,111
2022-01-19 15:05:38,112
2022-01-19 15:05:43,112
2022-01-19 15:05:48,113
2022-01-19 15:05:53,114
2022-01-19 15:05:58,114
2022-01-19 15:06:03,115
2022-01-19 15:06:08,115
2022-01-19 15:06:13,116
2022-01-19 15:06:18,116
2022-01-19 15:06:23,117
2022-01-19 15:06:28,117
2022-01-19 15:06:33,118
2022-01-19 15:06:38,119
2022-01-19 15:06:43,119
2022-01-19 15:06:48,120
2022-01-19 15:06:53,120
2022-01-19 15:06:58,121
2022-01-19 15:07:03,121
2022-01-19 15:07:08,122
2022-01-19 15:07:13,123
2022-01-19 15:07:18,123
2022-01-19 15:07:23,124
2022-01-19 15:07:28,124
2022-01-19 15:07:33,125
2022-01-19 15:07:38,126
2022-01-19 15:07:43,126
2022-01-19 15:07:48,127
2022-01-19 15:07:53,128
2022-01-19 15:07:58,128
2022-01-19 15:08:03,129
2022-01-19 15:08:08,129
2022-01-19 15:08:13,130
2022-01-19 15:08:18,131
2022-01-19 15:08:23,131
2022-01-19 15:08:28,132
2022-01-19 15:08:33,133
2022-01-19 15:08:38,133
2022-01-19 15:08:43,134
2022-01-19 15:08:48,135
2022-01-19 15:08:53,135
2022-01-19 15:08:58,136
2022-01-19 15:09:03,137
2022-01-19 15:09:08,137
2022-01-19 15:09:13,138
2022-01-19 15:09:18,139
2022-01-19 15:09:23,140
2022-01-19 15:09:28,140
2022-01-19 15:09:33,141
2022-01-19 15:09:38,142
2022-01-19 15:09:43,142
2022-01-19 15:09:48,143
2022-01-19 15:09:53,144
2022-01-19 15:09:58,144
2022-01-19 15:10:03,145
2022-01-19 15:10:08,146
2022-01-19 15:10:13,146
2022-01-19 15:10:18,147
2022-01-19 15:10:23,148
2022-01-19 15:10:28,149
2022-01-19 15:10:33,149
2022-01-19 15:10:38,150
